ticket_id,priority,product,region,resolution_hours
T002388,P3,Analytics Pro,APAC,41.2
T002389,P2,Automation Edge,APAC,18.3
T002390,P2,Core Suite,AMER,23.4
T002391,P1,Analytics Pro,EMEA,6.9
T002392,P3,Core Suite,APAC,42
T002393,P2,Core Suite,APAC,24.5
T002394,P3,Analytics Pro,EMEA,23
T002395,P2,Core Suite,EMEA,11
T002396,P3,Core Suite,APAC,29.9
T002397,P1,Automation Edge,AMER,5.3
T002398,P3,Core Suite,APAC,21.2
T002399,P1,Automation Edge,APAC,7.5
T002400,P3,Analytics Pro,AMER,35.7
T002401,P3,Automation Edge,APAC,24.9
T002402,P2,Analytics Pro,EMEA,15.7
T002403,P3,Analytics Pro,APAC,21.2
T002404,P2,Core Suite,AMER,10.1
T002405,P1,Analytics Pro,EMEA,7.5
T002406,P3,Core Suite,AMER,31.9
T002407,P3,Automation Edge,AMER,33.5
T002408,P2,Automation Edge,EMEA,15.4
T002409,P3,Core Suite,APAC,31.2
T002410,P2,Analytics Pro,APAC,16.7
T002411,P3,Automation Edge,APAC,21.8
T002412,P2,Automation Edge,APAC,11.8
T002413,P2,Automation Edge,EMEA,19.4
T002414,P1,Core Suite,EMEA,6.9
T002415,P2,Automation Edge,AMER,17
T002416,P3,Analytics Pro,AMER,45.3
T002417,P3,Automation Edge,EMEA,37.1
T002418,P1,Core Suite,AMER,5.1
T002419,P3,Analytics Pro,EMEA,38.4
T002420,P2,Core Suite,EMEA,12.9
T002421,P3,Automation Edge,AMER,34.4
T002422,P3,Core Suite,AMER,30.9
T002423,P3,Analytics Pro,AMER,43.4
T002424,P3,Automation Edge,APAC,45.3
T002425,P2,Analytics Pro,EMEA,21.4
T002426,P3,Core Suite,EMEA,53.3
T002427,P3,Core Suite,EMEA,42.3
T002428,P3,Analytics Pro,AMER,39.4
T002429,P3,Automation Edge,EMEA,55.8
T002430,P2,Core Suite,AMER,13.8
T002431,P3,Automation Edge,AMER,44.7
T002432,P2,Automation Edge,AMER,15.6
T002433,P2,Analytics Pro,AMER,10.9
T002434,P3,Core Suite,AMER,21.8
T002435,P2,Core Suite,AMER,23.3
T002436,P3,Automation Edge,EMEA,21.2
T002437,P3,Analytics Pro,AMER,28.3
T002438,P2,Automation Edge,APAC,25.7
T002439,P3,Automation Edge,APAC,45.4
T002440,P3,Automation Edge,EMEA,54.1
T002441,P2,Analytics Pro,AMER,22.6
T002442,P2,Analytics Pro,EMEA,15.4
T002443,P3,Core Suite,AMER,20.2
T002444,P3,Automation Edge,EMEA,20.8
T002445,P3,Core Suite,AMER,39.1
T002446,P2,Analytics Pro,EMEA,16.2
T002447,P3,Automation Edge,AMER,46.8
T002448,P3,Analytics Pro,EMEA,32.1
T002449,P3,Core Suite,EMEA,54.1
T002450,P3,Core Suite,AMER,36.3
T002451,P3,Core Suite,AMER,22.3
T002452,P3,Analytics Pro,EMEA,42.9
T002453,P3,Automation Edge,EMEA,24.7
T002454,P3,Core Suite,EMEA,33.8
T002455,P3,Core Suite,EMEA,55.4
T002456,P3,Analytics Pro,AMER,29.8
T002457,P3,Analytics Pro,AMER,39.2
T002458,P3,Core Suite,AMER,46.7
T002459,P2,Analytics Pro,AMER,9.5
T002460,P2,Core Suite,AMER,17.3
T002461,P3,Analytics Pro,AMER,25.1
T002462,P3,Analytics Pro,EMEA,40.1
T002463,P3,Automation Edge,APAC,30
T002464,P3,Core Suite,AMER,52.5
T002465,P2,Analytics Pro,AMER,13.3
T002466,P3,Analytics Pro,APAC,31.9
T002467,P3,Core Suite,AMER,28.4
T002468,P3,Core Suite,AMER,48.7
T002469,P3,Automation Edge,EMEA,39.3
T002470,P1,Core Suite,APAC,8.8
T002471,P3,Automation Edge,AMER,35.3
T002472,P3,Analytics Pro,APAC,37.9
T002473,P3,Analytics Pro,AMER,42.2
T002474,P3,Analytics Pro,EMEA,42.7
T002475,P3,Automation Edge,EMEA,30.3
T002476,P3,Analytics Pro,EMEA,19.9
T002477,P3,Core Suite,EMEA,39.5
T002478,P3,Core Suite,AMER,32.6
T002479,P3,Automation Edge,AMER,21.6
T002480,P3,Analytics Pro,APAC,29.9
T002481,P2,Core Suite,APAC,24
T002482,P2,Automation Edge,APAC,15.1
T002483,P3,Analytics Pro,AMER,49.4
T002484,P2,Automation Edge,APAC,21.8
T002485,P3,Analytics Pro,AMER,48.6
T002486,P2,Core Suite,APAC,21.1
T002487,P3,Analytics Pro,EMEA,28.7
T002488,P3,Analytics Pro,APAC,50.6
T002489,P3,Analytics Pro,AMER,19.5
T002490,P2,Automation Edge,AMER,15
T002491,P3,Core Suite,AMER,21.4
T002492,P3,Automation Edge,EMEA,22.7
T002493,P2,Analytics Pro,EMEA,24.7
T002494,P3,Analytics Pro,AMER,23.8
T002495,P2,Core Suite,EMEA,20.3
T002496,P2,Automation Edge,AMER,26.7
T002497,P2,Analytics Pro,EMEA,9.6
T002498,P2,Core Suite,EMEA,27.6
T002499,P3,Core Suite,EMEA,24.5
T002500,P1,Analytics Pro,AMER,5.2
T002501,P3,Core Suite,AMER,19
T002502,P3,Automation Edge,EMEA,34
T002503,P3,Automation Edge,AMER,51.1
T002504,P2,Core Suite,EMEA,14.3
T002505,P3,Core Suite,APAC,31.9
T002506,P1,Analytics Pro,AMER,5.9
T002507,P3,Analytics Pro,EMEA,51.5
T002508,P1,Automation Edge,AMER,7.6
T002509,P2,Analytics Pro,EMEA,25.6
T002510,P2,Core Suite,EMEA,27.3
T002511,P3,Core Suite,EMEA,52.1
T002512,P3,Core Suite,AMER,24.7
T002513,P2,Core Suite,AMER,20
T002514,P3,Core Suite,APAC,19.9
T002515,P3,Automation Edge,AMER,48.5
T002516,P3,Core Suite,APAC,38.2
T002517,P2,Core Suite,AMER,16.7
T002518,P3,Analytics Pro,EMEA,45.2
T002519,P3,Analytics Pro,EMEA,40.5
T002520,P2,Core Suite,AMER,10.1
T002521,P3,Automation Edge,AMER,25.1
T002522,P3,Automation Edge,AMER,28
T002523,P2,Core Suite,AMER,24.4
T002524,P3,Core Suite,AMER,31.9
T002525,P2,Core Suite,AMER,11.5
T002526,P3,Analytics Pro,APAC,22
T002527,P3,Core Suite,AMER,29.7
T002528,P3,Core Suite,EMEA,47
T002529,P3,Core Suite,AMER,31.2
T002530,P2,Core Suite,AMER,18.5
T002531,P2,Core Suite,AMER,24.5
T002532,P3,Core Suite,EMEA,54.2
T002533,P2,Automation Edge,EMEA,14.1
T002534,P3,Core Suite,EMEA,26.7
T002535,P3,Core Suite,APAC,18.8
T002536,P3,Automation Edge,AMER,48.3
T002537,P1,Core Suite,APAC,5
T002538,P3,Automation Edge,AMER,42.8
T002539,P2,Analytics Pro,APAC,26
T002540,P2,Automation Edge,AMER,22.6
T002541,P3,Analytics Pro,AMER,52.9
T002542,P3,Core Suite,AMER,32.4
T002543,P2,Core Suite,APAC,16.7
T002544,P2,Core Suite,APAC,20.5
T002545,P3,Core Suite,AMER,32.4
T002546,P3,Analytics Pro,AMER,27.6
T002547,P3,Core Suite,AMER,29.5
T002548,P3,Core Suite,APAC,24.4
T002549,P2,Core Suite,AMER,15.6
T002550,P2,Analytics Pro,APAC,20.6
T002551,P3,Analytics Pro,APAC,49.5
T002552,P2,Core Suite,EMEA,25.1
T002553,P3,Analytics Pro,APAC,34.1
T002554,P2,Core Suite,EMEA,13.8
T002555,P3,Automation Edge,AMER,43.1
T002556,P3,Analytics Pro,AMER,20.9
T002557,P2,Core Suite,AMER,14.5
T002558,P3,Analytics Pro,AMER,22.6
T002559,P3,Analytics Pro,EMEA,36.6
T002560,P3,Automation Edge,APAC,34.5
T002561,P3,Core Suite,APAC,39.1
T002562,P3,Core Suite,EMEA,27.8
T002563,P2,Automation Edge,APAC,11.1
T002564,P3,Automation Edge,AMER,22.7
T002565,P2,Analytics Pro,AMER,20.4
T002566,P2,Analytics Pro,AMER,23.7
T002567,P2,Analytics Pro,EMEA,18.6
T002568,P2,Automation Edge,AMER,18.6
T002569,P3,Analytics Pro,APAC,33.8
T002570,P3,Core Suite,AMER,34.6
T002571,P3,Core Suite,AMER,53.5
T002572,P2,Analytics Pro,EMEA,17.4
T002573,P3,Automation Edge,AMER,47.6
T002574,P3,Automation Edge,AMER,24.1
T002575,P2,Analytics Pro,AMER,15.2
T002576,P3,Automation Edge,AMER,51.2
T002577,P2,Automation Edge,AMER,11.4
T002578,P2,Automation Edge,AMER,16.7
T002579,P3,Automation Edge,EMEA,46
T002580,P3,Automation Edge,EMEA,49.4
T002581,P2,Core Suite,EMEA,11.7
T002582,P3,Analytics Pro,AMER,36.1
T002583,P3,Analytics Pro,AMER,52.2
T002584,P3,Core Suite,AMER,32.4
T002585,P3,Core Suite,AMER,43.4
T002586,P3,Automation Edge,EMEA,46.6
T002587,P2,Core Suite,APAC,20.3
T002588,P3,Analytics Pro,AMER,39
T002589,P3,Analytics Pro,EMEA,55.1
T002590,P3,Automation Edge,EMEA,55.8
T002591,P3,Analytics Pro,EMEA,23.7
T002592,P1,Automation Edge,EMEA,8
T002593,P3,Automation Edge,APAC,43.3
T002594,P3,Core Suite,AMER,27.5
T002595,P2,Automation Edge,AMER,23.7
T002596,P1,Core Suite,AMER,5.4
T002597,P3,Core Suite,AMER,28.1
T002598,P2,Automation Edge,AMER,22.9
T002599,P3,Core Suite,AMER,30.5
T002600,P3,Core Suite,EMEA,32.3
T002601,P3,Analytics Pro,AMER,45.5
T002602,P3,Analytics Pro,EMEA,21.8
T002603,P3,Core Suite,AMER,27.9
T002604,P3,Automation Edge,APAC,18
T002605,P3,Automation Edge,AMER,24.7
T002606,P3,Analytics Pro,AMER,44.1
T002607,P2,Analytics Pro,AMER,21.3
T002608,P3,Core Suite,AMER,22.2
T002609,P2,Automation Edge,APAC,25.1
T002610,P3,Core Suite,AMER,21.7
T002611,P2,Automation Edge,APAC,25
T002612,P3,Core Suite,AMER,44
T002613,P2,Core Suite,EMEA,26.3
T002614,P3,Core Suite,AMER,47.2
T002615,P2,Core Suite,AMER,12.1
T002616,P3,Analytics Pro,EMEA,42
T002617,P3,Automation Edge,EMEA,22.2
T002618,P3,Analytics Pro,EMEA,28.8
T002619,P3,Analytics Pro,AMER,27.1
T002620,P1,Automation Edge,APAC,5.7
T002621,P3,Analytics Pro,AMER,23.1
T002622,P2,Automation Edge,EMEA,14.3
T002623,P3,Core Suite,EMEA,20.6
T002624,P3,Automation Edge,EMEA,40.1
T002625,P3,Analytics Pro,AMER,42.7
T002626,P2,Analytics Pro,AMER,11.6
T002627,P3,Core Suite,AMER,37.9
T002628,P3,Core Suite,AMER,50.3
T002629,P3,Automation Edge,EMEA,42.3
T002630,P2,Analytics Pro,APAC,16.8
T002631,P2,Analytics Pro,AMER,11.3
T002632,P2,Core Suite,AMER,21.4
T002633,P3,Analytics Pro,AMER,42.9
T002634,P2,Analytics Pro,EMEA,23.8
T002635,P3,Automation Edge,AMER,39.8
T002636,P3,Automation Edge,APAC,33.7
T002637,P3,Core Suite,APAC,31.5
T002638,P3,Core Suite,EMEA,54.8
T002639,P3,Automation Edge,AMER,38.2
T002640,P3,Automation Edge,AMER,42.8
T002641,P2,Analytics Pro,AMER,17.9
T002642,P3,Analytics Pro,EMEA,30.1
T002643,P2,Analytics Pro,APAC,11.5
T002644,P3,Analytics Pro,AMER,20.4
T002645,P3,Analytics Pro,EMEA,49.7
T002646,P3,Core Suite,AMER,37.8
T002647,P3,Automation Edge,AMER,20.9
T002648,P1,Core Suite,EMEA,8.7
T002649,P3,Automation Edge,AMER,26.9
T002650,P3,Core Suite,AMER,42.6
T002651,P3,Core Suite,EMEA,28.1
T002652,P2,Core Suite,EMEA,9.8
T002653,P2,Core Suite,AMER,13.4
T002654,P3,Core Suite,AMER,24.1
T002655,P2,Analytics Pro,AMER,25
T002656,P3,Analytics Pro,AMER,23.4
T002657,P3,Automation Edge,AMER,43.5
T002658,P3,Core Suite,AMER,53.9
T002659,P3,Analytics Pro,AMER,36.3
T002660,P3,Core Suite,EMEA,37.8
T002661,P2,Automation Edge,AMER,24.5
T002662,P3,Analytics Pro,EMEA,34
T002663,P3,Automation Edge,AMER,41.3
T002664,P3,Automation Edge,AMER,33.7
T002665,P2,Analytics Pro,APAC,22.4
T002666,P3,Core Suite,EMEA,40.6
T002667,P2,Automation Edge,APAC,9.8
T002668,P2,Core Suite,EMEA,19.3
T002669,P1,Core Suite,EMEA,4.2
T002670,P3,Analytics Pro,EMEA,37.6
T002671,P1,Core Suite,AMER,5.4
T002672,P2,Analytics Pro,EMEA,19
T002673,P2,Automation Edge,AMER,10.5
T002674,P2,Automation Edge,APAC,24.1
T002675,P2,Analytics Pro,EMEA,11.6
T002676,P3,Core Suite,AMER,46.6
T002677,P3,Automation Edge,AMER,20.6
T002678,P3,Automation Edge,APAC,36
T002679,P2,Core Suite,EMEA,26.8
T002680,P1,Core Suite,EMEA,6
T002681,P2,Analytics Pro,APAC,21.5
T002682,P2,Core Suite,APAC,22.4
T002683,P3,Core Suite,EMEA,47.7
T002684,P3,Automation Edge,AMER,20.2
T002685,P3,Analytics Pro,AMER,29.3
T002686,P3,Core Suite,AMER,53.6
T002687,P3,Analytics Pro,APAC,46
T002688,P3,Core Suite,AMER,27.5
T002689,P3,Analytics Pro,AMER,28.9
T002690,P2,Automation Edge,AMER,20.8
T002691,P2,Analytics Pro,APAC,21.9
T002692,P3,Core Suite,EMEA,37.2
T002693,P3,Analytics Pro,AMER,28
T002694,P3,Analytics Pro,APAC,23.6
T002695,P3,Analytics Pro,EMEA,25.1
T002696,P3,Automation Edge,AMER,23
T002697,P3,Analytics Pro,AMER,25.6
T002698,P3,Automation Edge,AMER,43.2
T002699,P3,Automation Edge,AMER,49.9
T002700,P3,Analytics Pro,AMER,39.4
T002701,P2,Analytics Pro,EMEA,23.2
T002702,P3,Core Suite,AMER,23.7
T002703,P3,Automation Edge,APAC,45.6
T002704,P3,Automation Edge,AMER,36.5
T002705,P3,Analytics Pro,EMEA,45.5
T002706,P3,Analytics Pro,EMEA,21
T002707,P3,Automation Edge,AMER,27.6
T002708,P3,Automation Edge,AMER,47.5
T002709,P3,Analytics Pro,AMER,51.7
T002710,P1,Core Suite,APAC,4.9
T002711,P3,Core Suite,APAC,44.2
T002712,P3,Analytics Pro,AMER,24.1
T002713,P3,Automation Edge,AMER,23.9
T002714,P2,Automation Edge,AMER,14.6
T002715,P3,Analytics Pro,AMER,28.9
T002716,P3,Core Suite,AMER,33.6
T002717,P3,Automation Edge,AMER,52.9
T002718,P3,Core Suite,EMEA,55.2
T002719,P3,Core Suite,AMER,24.4
T002720,P2,Core Suite,EMEA,16.5
T002721,P3,Analytics Pro,AMER,50.9
T002722,P2,Analytics Pro,AMER,9.7
T002723,P2,Analytics Pro,APAC,18.8
T002724,P1,Analytics Pro,EMEA,8.4
T002725,P3,Core Suite,AMER,34.8
T002726,P3,Core Suite,APAC,46.8
T002727,P3,Core Suite,EMEA,38.8
T002728,P2,Automation Edge,EMEA,27.2
T002729,P1,Core Suite,APAC,4.4
T002730,P3,Core Suite,AMER,32.5
T002731,P2,Analytics Pro,APAC,23.9
T002732,P3,Analytics Pro,AMER,29.8
T002733,P3,Core Suite,AMER,40
T002734,P1,Core Suite,EMEA,7.6
T002735,P3,Analytics Pro,AMER,28.1
T002736,P3,Automation Edge,AMER,44.6
T002737,P3,Analytics Pro,APAC,53.5
T002738,P2,Core Suite,AMER,17.4
T002739,P2,Core Suite,AMER,14.9
T002740,P3,Automation Edge,AMER,41.6
T002741,P3,Core Suite,AMER,27.9
T002742,P2,Analytics Pro,APAC,15.4
T002743,P3,Core Suite,APAC,33.3
T002744,P3,Analytics Pro,AMER,27.3
T002745,P3,Core Suite,AMER,46.9
T002746,P3,Automation Edge,APAC,47.5
T002747,P3,Automation Edge,EMEA,50.8
T002748,P3,Analytics Pro,APAC,47
T002749,P3,Analytics Pro,AMER,24.3
T002750,P1,Core Suite,AMER,4.8
T002751,P3,Automation Edge,EMEA,42.5
T002752,P1,Analytics Pro,AMER,3.5
T002753,P3,Core Suite,AMER,48.5
T002754,P3,Automation Edge,EMEA,19.6
T002755,P3,Analytics Pro,AMER,26.3
T002756,P2,Core Suite,EMEA,16.8
T002757,P3,Core Suite,AMER,41.4
T002758,P3,Analytics Pro,APAC,21.6
T002759,P2,Core Suite,AMER,14.4
T002760,P1,Automation Edge,AMER,8.5
T002761,P3,Core Suite,AMER,50.8
T002762,P3,Automation Edge,APAC,52.2
T002763,P3,Analytics Pro,EMEA,36.3
T002764,P3,Core Suite,AMER,44
T002765,P3,Core Suite,APAC,36.7
T002766,P3,Core Suite,AMER,34.4
T002767,P2,Automation Edge,AMER,18.7
T002768,P3,Core Suite,AMER,48.6
T002769,P3,Analytics Pro,AMER,29.9
T002770,P2,Core Suite,AMER,9.9
T002771,P3,Core Suite,AMER,18.7
T002772,P3,Analytics Pro,AMER,36.5
T002773,P3,Automation Edge,APAC,31.5
T002774,P2,Core Suite,AMER,14.6
T002775,P3,Analytics Pro,AMER,21.2
T002776,P2,Automation Edge,AMER,11.9
T002777,P3,Automation Edge,EMEA,19.4
T002778,P2,Automation Edge,EMEA,23.9
T002779,P3,Core Suite,EMEA,21.6
T002780,P3,Core Suite,EMEA,29.1
T002781,P2,Analytics Pro,AMER,18.4
T002782,P3,Core Suite,AMER,42.5
T002783,P3,Analytics Pro,APAC,33.8
T002784,P3,Automation Edge,AMER,33.1
T002785,P3,Core Suite,EMEA,52
T002786,P2,Core Suite,AMER,21.5
T002787,P3,Automation Edge,APAC,43.9
T002788,P3,Analytics Pro,AMER,19.8
T002789,P3,Core Suite,AMER,30.6
T002790,P2,Analytics Pro,AMER,19.4
T002791,P3,Automation Edge,AMER,41
T002792,P2,Analytics Pro,AMER,26.2
T002793,P2,Core Suite,AMER,25.2
T002794,P3,Analytics Pro,EMEA,49.1
T002795,P1,Analytics Pro,APAC,3.5
T002796,P3,Analytics Pro,APAC,27.3
T002797,P2,Core Suite,AMER,21.4
T002798,P3,Analytics Pro,AMER,29.1
T002799,P2,Automation Edge,AMER,14
T002800,P3,Core Suite,AMER,30.9
T002801,P3,Analytics Pro,EMEA,27.7
T002802,P2,Core Suite,EMEA,17.9
T002803,P3,Core Suite,AMER,28.4
T002804,P2,Analytics Pro,AMER,20.5
T002805,P3,Core Suite,EMEA,46.3
T002806,P3,Automation Edge,EMEA,53.4
T002807,P1,Core Suite,APAC,4.8
T002808,P3,Core Suite,APAC,26
T002809,P3,Core Suite,AMER,34.2
T002810,P1,Analytics Pro,AMER,7.6
T002811,P3,Core Suite,APAC,46.7
T002812,P3,Analytics Pro,AMER,46.5
T002813,P3,Core Suite,AMER,53.4
T002814,P3,Automation Edge,EMEA,51
T002815,P3,Analytics Pro,AMER,42.3
T002816,P3,Automation Edge,EMEA,50
T002817,P3,Automation Edge,APAC,19.5
T002818,P3,Analytics Pro,EMEA,47.4
T002819,P3,Analytics Pro,AMER,35.3
T002820,P3,Core Suite,AMER,45.7
T002821,P3,Core Suite,EMEA,26
T002822,P2,Core Suite,AMER,11.9
T002823,P3,Analytics Pro,AMER,21.5
T002824,P2,Automation Edge,APAC,24.6
T002825,P3,Analytics Pro,APAC,34.2
T002826,P3,Analytics Pro,EMEA,28.5
T002827,P1,Core Suite,EMEA,6.2
T002828,P2,Analytics Pro,AMER,25.5
T002829,P2,Core Suite,EMEA,15.1
T002830,P3,Automation Edge,AMER,26.8
T002831,P3,Core Suite,AMER,40
T002832,P1,Analytics Pro,EMEA,7.2
T002833,P3,Automation Edge,AMER,41.7
T002834,P2,Core Suite,EMEA,19
T002835,P3,Automation Edge,AMER,37.5
T002836,P3,Core Suite,EMEA,28.7
T002837,P2,Analytics Pro,AMER,14.3
T002838,P2,Core Suite,EMEA,16
T002839,P3,Core Suite,EMEA,43.3
T002840,P2,Analytics Pro,APAC,21.7
T002841,P3,Core Suite,AMER,53.4
T002842,P3,Automation Edge,APAC,42.8
T002843,P2,Core Suite,AMER,14.5
T002844,P3,Analytics Pro,AMER,25.2
T002845,P3,Analytics Pro,AMER,40.1
T002846,P2,Core Suite,APAC,15.1
T002847,P3,Core Suite,APAC,44.9
T002848,P2,Automation Edge,APAC,9.8
T002849,P2,Core Suite,EMEA,15
T002850,P2,Automation Edge,EMEA,25.4
T002851,P3,Core Suite,EMEA,30.3
T002852,P3,Core Suite,APAC,19.6
T002853,P3,Analytics Pro,AMER,42.7
T002854,P3,Analytics Pro,AMER,47.6
T002855,P3,Automation Edge,APAC,52.2
T002856,P2,Analytics Pro,EMEA,28.1
T002857,P3,Core Suite,AMER,31.6
T002858,P2,Analytics Pro,APAC,23.8
T002859,P3,Analytics Pro,AMER,42
T002860,P3,Core Suite,EMEA,24.3
T002861,P2,Analytics Pro,EMEA,13
T002862,P3,Automation Edge,AMER,35.8
T002863,P3,Core Suite,EMEA,32.3
T002864,P3,Analytics Pro,AMER,49.3
T002865,P3,Analytics Pro,AMER,36.2
T002866,P3,Core Suite,EMEA,47.1
T002867,P3,Analytics Pro,AMER,47.8
T002868,P2,Core Suite,EMEA,20.9
T002869,P3,Analytics Pro,APAC,36.8
T002870,P2,Core Suite,AMER,17.9
T002871,P2,Automation Edge,AMER,21
T002872,P3,Analytics Pro,AMER,41.2
T002873,P2,Analytics Pro,AMER,20.5
T002874,P3,Analytics Pro,AMER,32.5
T002875,P3,Core Suite,AMER,46.5
T002876,P2,Automation Edge,APAC,18.6
T002877,P2,Core Suite,AMER,12.2
T002878,P3,Analytics Pro,EMEA,47.5
T002879,P3,Automation Edge,AMER,50.9
T002880,P2,Automation Edge,AMER,13.4
T002881,P3,Automation Edge,EMEA,35.2
T002882,P2,Analytics Pro,EMEA,16.4
T002883,P3,Analytics Pro,EMEA,48.3
T002884,P3,Automation Edge,AMER,45.1
T002885,P3,Automation Edge,EMEA,32.3
T002886,P3,Core Suite,EMEA,30.1
T002887,P3,Analytics Pro,APAC,51.2
T002888,P3,Core Suite,EMEA,22.7
T002889,P3,Core Suite,EMEA,35.3
T002890,P3,Core Suite,EMEA,54.2
T002891,P3,Core Suite,APAC,31.7
T002892,P3,Analytics Pro,EMEA,50.9
T002893,P2,Analytics Pro,AMER,16.4
T002894,P2,Automation Edge,EMEA,16.2
T002895,P3,Analytics Pro,AMER,50.4
T002896,P3,Core Suite,AMER,44.2
T002897,P3,Core Suite,EMEA,56
T002898,P3,Core Suite,AMER,31.1
T002899,P3,Core Suite,EMEA,53.6
T002900,P3,Automation Edge,EMEA,51.8
T002901,P3,Core Suite,AMER,27.9
T002902,P2,Core Suite,AMER,25.6
T002903,P3,Automation Edge,APAC,41.7
T002904,P3,Automation Edge,AMER,42.9
T002905,P3,Automation Edge,APAC,39.1
T002906,P3,Automation Edge,EMEA,21
T002907,P3,Core Suite,AMER,24.3
T002908,P2,Core Suite,AMER,20.6
T002909,P3,Automation Edge,AMER,33.3
T002910,P1,Core Suite,APAC,8
T002911,P3,Analytics Pro,AMER,50.9
T002912,P2,Automation Edge,AMER,13.8
T002913,P1,Core Suite,APAC,4.8
T002914,P3,Analytics Pro,AMER,46.5
T002915,P3,Core Suite,AMER,24.3
T002916,P3,Core Suite,APAC,35.9
T002917,P2,Analytics Pro,AMER,20.6
T002918,P3,Core Suite,EMEA,56.5
T002919,P2,Core Suite,AMER,13.7
T002920,P1,Core Suite,EMEA,9.1
T002921,P3,Core Suite,EMEA,51
T002922,P1,Analytics Pro,AMER,3.9
T002923,P3,Core Suite,EMEA,37.8
T002924,P1,Automation Edge,AMER,8.2
T002925,P3,Core Suite,AMER,39.2
T002926,P1,Core Suite,EMEA,6.4
T002927,P3,Analytics Pro,AMER,36.5
T002928,P3,Core Suite,EMEA,26.8
T002929,P1,Analytics Pro,AMER,4.1
T002930,P1,Automation Edge,AMER,8.6
T002931,P3,Automation Edge,AMER,38.4
T002932,P1,Analytics Pro,AMER,4.9
T002933,P3,Core Suite,APAC,42.6
T002934,P3,Analytics Pro,AMER,39.3
T002935,P3,Analytics Pro,APAC,39.6
T002936,P3,Analytics Pro,EMEA,43.9
T002937,P3,Analytics Pro,APAC,25.2
T002938,P2,Core Suite,AMER,25.5
T002939,P2,Core Suite,APAC,25.2
T002940,P2,Core Suite,AMER,9.7
T002941,P2,Automation Edge,AMER,18
T002942,P3,Analytics Pro,AMER,22.5
T002943,P2,Analytics Pro,APAC,14
T002944,P2,Core Suite,AMER,21.9
T002945,P3,Core Suite,APAC,50.1
T002946,P3,Core Suite,AMER,28.5
T002947,P2,Analytics Pro,AMER,22.2
T002948,P2,Automation Edge,AMER,21.3
T002949,P2,Core Suite,AMER,18.4
T002950,P2,Core Suite,AMER,17.1
T002951,P2,Analytics Pro,APAC,18.6
T002952,P3,Core Suite,EMEA,46.1
T002953,P2,Core Suite,AMER,17
T002954,P2,Automation Edge,AMER,11
T002955,P3,Core Suite,AMER,41.1
T002956,P3,Core Suite,AMER,30.6
T002957,P3,Automation Edge,AMER,38.9
T002958,P3,Core Suite,APAC,47.6
T002959,P3,Automation Edge,AMER,37.9
T002960,P3,Analytics Pro,APAC,18.9
T002961,P3,Automation Edge,AMER,52.3
T002962,P2,Core Suite,APAC,9.7
T002963,P3,Analytics Pro,EMEA,46.4
T002964,P2,Analytics Pro,AMER,24.1
T002965,P3,Analytics Pro,AMER,37.7
T002966,P2,Analytics Pro,AMER,23.4
T002967,P3,Analytics Pro,AMER,19.7
T002968,P3,Core Suite,AMER,41.7
T002969,P3,Automation Edge,EMEA,37.1
T002970,P3,Automation Edge,EMEA,41.4
T002971,P2,Automation Edge,EMEA,12.7
T002972,P2,Automation Edge,AMER,11.2
T002973,P2,Core Suite,AMER,25.4
T002974,P2,Automation Edge,AMER,16
T002975,P3,Automation Edge,EMEA,35.8
T002976,P3,Automation Edge,AMER,28.8
T002977,P1,Core Suite,EMEA,9
T002978,P3,Core Suite,EMEA,19.1
T002979,P2,Analytics Pro,EMEA,23.9
T002980,P3,Automation Edge,APAC,45
T002981,P2,Automation Edge,EMEA,25.7
T002982,P2,Automation Edge,EMEA,11.3
T002983,P2,Automation Edge,EMEA,19.8
T002984,P2,Core Suite,AMER,25.1
T002985,P3,Analytics Pro,AMER,43.8
T002986,P3,Analytics Pro,APAC,40.4
T002987,P2,Automation Edge,APAC,15
T002988,P3,Core Suite,AMER,31.6
T002989,P3,Core Suite,EMEA,20.4
T002990,P3,Core Suite,APAC,25.2
T002991,P1,Automation Edge,AMER,3.7
T002992,P2,Analytics Pro,EMEA,15.6
T002993,P2,Analytics Pro,AMER,25.2
T002994,P2,Analytics Pro,AMER,19.4
T002995,P1,Automation Edge,AMER,7.9
T002996,P1,Analytics Pro,AMER,7.6
T002997,P1,Core Suite,AMER,3.5
T002998,P3,Analytics Pro,AMER,33
T002999,P3,Analytics Pro,AMER,33.1
T003000,P2,Analytics Pro,AMER,24.7
T003001,P2,Automation Edge,APAC,11.2
T003002,P3,Automation Edge,AMER,30.6
T003003,P3,Core Suite,AMER,25.1
T003004,P3,Core Suite,AMER,44.4
T003005,P3,Analytics Pro,EMEA,38.8
T003006,P3,Analytics Pro,EMEA,31.6
T003007,P3,Analytics Pro,AMER,47.7
T003008,P3,Analytics Pro,AMER,21.1
T003009,P2,Analytics Pro,EMEA,23
T003010,P3,Core Suite,AMER,34.8
T003011,P3,Analytics Pro,AMER,30.3
T003012,P3,Analytics Pro,AMER,20.1
T003013,P2,Automation Edge,AMER,9.2
T003014,P2,Core Suite,AMER,18.3
T003015,P3,Core Suite,AMER,40.2
T003016,P3,Automation Edge,AMER,53.7
T003017,P2,Analytics Pro,EMEA,22.7
T003018,P1,Analytics Pro,AMER,7
T003019,P2,Core Suite,EMEA,9.9
T003020,P3,Automation Edge,EMEA,51
T003021,P2,Core Suite,AMER,16.1
